제목,작성일,답변상태,담당부서,민원내용,답변내용
바닥 확인 요청,2023-08-30,답변완료,문화관광경제국 자원순환과,"확인하세요
이게 침대 매트리스인지 아니면 침대 틀린지

※ 첨부파일 :
20230828_120506.jpg","1. 귀하께서 문의하신 민원(바닥 확인 요청)과 관련하여 다음과 같이 답변드립니다.

가. 문의하신 침대틀 및 침대매트리스 관련하여 송부해주신 사진을 검토한 결과 침대 매트리스임을 알려드리오니 참조하여 주시기 바랍니다.

나. 다만, 인터넷이나 오프라인 매장 등에서 매트리스 침대틀 이라는 물품명으로 광고를 진행하는 것을 볼 수 있으나, 대형폐기물 수거업체에서는 스프링이 내장된 천으로 둘러싸인 형태일 경우 매트리스로 간주하여 수수료를 부과하고 있음을 알려드리오니 이점 양해하여 주시기 바랍니다.

2. 더 궁금한 사항은 자원순환과 청소지도팀(☎749-4462)으로 문의하여 주시면 상세히 답변 드리겠습니다. 감사합니다. 끝."
하수구 악취,2023-08-30,답변완료,도시안전국 건설과,"동일고충민원
동일고충민원여부
동일고충민원여부 : 선행민원번호 : 202306072153599792 선행민원상세조회","1. 평소 구정 발전에 많은 관심을 가져주셔서 감사드립니다.
2. 귀하의 민원은 재송동 645번지 일원 하수구 악취 사항으로 판단되며, 해당 구간에 대하여 원인분석 후 준설 또는 악취차단장치 등 다방면으로 검토하여 조치할 예정임을 알려드립니다.
3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 위 내용에 대한 추가 설명이 필요한 경우 해운대구 건설과 임소연 주무관(☏749-6031)에게 연락주시면 성심껏 안내해 드리겠습니다. 감사합니다. 끝."
그린시티 산책로 및 도로 송충이 방제,2023-08-30,답변완료,교통환경국 늘푸른과,"그린시티 산책로에 산들공원 주변....송충이가(미국흰불나방 애벌레) 심하게 늘었습니다...
걸어다니면 나무에서 뚝뚝 머리위로 떨어지고...
산들공원 주변 뿐 아니라 그린시티 전체적으로도 많다고 들었습니다..
매년.. 벚꽃나무에서 집중적으로 많이 생기는것 같습니다...
방제를 자주 해주셨으면 합니다...","1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 산책로 내 흰불나방 방제로 판단됩니다.
3. 공원 및 산책로 내 미국흰불나방 발생으로 이용에 불편을 드린 점 양해의 말씀을 드리고, 미국흰불나방 방제를 위해 21(월), 22(화) 야간 방제 작업을 진행하였습니다. 1차 방제작업 이후에도 미국흰불나방이 계속 발생하여 우기가 지난 후 2차 방제작업 진행 예정임을 알려드립니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 해운대구 늘푸른과 성수진 주무관(☏749-4494)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.


붙임 민원내용 1부. 끝."
반송2동방범초소 앞 쓰레기,2023-08-30,답변완료,문화관광경제국 자원순환과,"3-4일전에 반송2동방범초소 밑 공간에 들어있는 쓰레기를 밖으로 모아두고 지금까지 방치를 하고 있습니다
쓰레기를 치워 주세요

※ 첨부파일 :
20230830_184712.jpg","1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(목록번호 296665)에 대한 처리 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 반송동 18-1 도로에 투기된 쓰레기 정비요청에 관한 것으로
이해됩니다.
3. 해당 폐기물은 현장 확인 결과 도로 위 무단투기물로 인해 통행이 어려울 것으로
판단되어 정비 완료하였으며, 주변 CCTV를 확인하였으나 행위자는 특정할 수 없었음을
알려드립니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 자원순환과(☏051-749-4461)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 2023년9월1일-a0-민원상담목록번호296665 1부. 끝."
마을버스 정류소 및 게시판 관리,2023-08-29,답변완료,교통환경국 교통행정과,"낙후된 마을버스 정류소랑 곳곳에 놓여진 스테인레스 게시판 철거 좀 해주세요 ㅡㅡ 도대체 언제적 디자인이고 언제적 스뎅 재료에요….

※ 첨부파일 :
66169236-661F-4E70-AD54-BA8BADAAAD5F.jpeg","1. 안녕하십니까? 귀하의 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 해운대구 양운로 87 부산좌1동우체국 앞 마을버스표지판 정비 요청으로 이해됩니다.
3. 먼저 우리 구 마을버스 표지판으로 인해 불편을 드린 점 사과의 말씀을 드립니다. 해당 표지판은 마을버스운송조합에 요청하여 조속히 정비할 수 있도록 하겠습니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 교통행정과 이정훈 주무관(☏051-749-4557)에게 연락주시면 친절히 안내해 드리도록 하겠습니다.
5. 아울러 답변을 받으신 후 만족도 조사에 참여해 주시면 민원행정개선에 큰 도움이 됩니다. 감사합니다.

붙임 1. 2023년9월6일-a0-민원상담목록번호296365.
2. 66169236-661F-4E70-AD54-BA8BADAAAD5F. 끝."
도로 정비 좀 하세요,2023-08-29,답변완료,도시안전국 도시관리과,"여기 사거리 도로 정비랑 인도 좀 정비 좀 하세요 엄한데 자꾸 뜯어고치지 마시고…

※ 첨부파일 :
00CD137B-6E08-41CC-87EF-0458A36C83B0.jpeg","1. 항상 구정발전에 관심을 가져주시는 귀하께 감사드립니다.
2. 귀하의 민원내용은 “좌동1456번지 일원 도로정비 요청”에 관한 것으로 이해됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. 우리 구는 안전한 보행환경 조성을 위해 힘쓰고 있으며, 도로 노후 정도, 구 재정여건 등을 종합적으로 검토하여 예산확보 등을 통해 순차적으로 정비를 실시하고 있습니다.
나. 건의해주신 현장에 대하여 추후 예산반영 등을 통해 정비방안을 검토 후 조치하겠음을 알려드리오니 이 점 양지하여 주시기 바랍니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며 추가 설명이 필요할 경우 해운대구 도시관리과 (☎051-749-4681)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 1. 2023년9월6일-a0-민원상담목록번호296364.
2. 00CD137B-6E08-41CC-87EF-0458A36C83B0. 끝."
주고유201동 아래 춘천길 쓰레기,2023-08-27,답변완료,교통환경국 늘푸른과,"쓰레기가 청소되지 않고 너무 더러워요.

위치:

해운대구 좌동 주공 201호 아랫쪽으로 춘천을 따라 장산 올라가는길

그늘막 및 의자들이 있고, 도시공원은 금지구역 해운대구 늘푸른과 현수막이

걸려있습니다. 휴식 뒷편 주변 쓰래기가 너무 많고 지저분하여 해운대 이미지를

훼손시키네요.

사진참조

※ 첨부파일 :
20230827_101550.jpg","1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 춘천변 환경정비로 판단됩니다.
3. 춘천변 내 환경정비는 2023. 8. 30.(수) 완료하였으며, 수시순찰 및 정비로 쾌적한 공원 환경 제공에 노력하겠습니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 해운대구 늘푸른과 성수진 주무관(☏749-4494)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.


붙임 1. 민원내용 1부.
2. 현장사진 1부. 끝."
해운대도서관 옆 구름다리 관련 문의,2023-08-27,답변완료,도시안전국 건설과,"좌동 해운대 도서관 옆 구름다리를 최근 몇달에 걸쳐 리모델링 했는데
계단 끝부분과 우레탄길에도 미끄럼 방지되게 해 주시면 좋겠습니다
현재는 계단 끝부분의 색깔이 구분이 잘 안되니 비오거나 어두울땐 계단 끝 부분이 구분하기가 힘들어서 넘어질 우려가 있습니다
우레탄 길도 비오면 나뭇잎이 많이 떨어져서 미끄럼 방지가 되어있으면 좋겟습니다","1. 항상 구정발전에 관심을 가져주시는 귀하께 감사드립니다.
2. 귀하께서 신청하신 민원(접수번호:295893)은 ‘중앙보도교 미끄럼방지’관련으로 판단되며, 다음과 같이 답변드립니다.
가. 우리 구에서는 시설물 안전과 내구성 향상을 위하여 중앙보도교 보수공사를 시행 하였습니다.
나. 낙엽으로 인한 안전사고가 발생되지 않도록 관련부서에 민원사항 전달하여 조치토록 하겠으며 계단부에는 미끄럼방지 패드 설치를 검토하도록 하겠습니다.
3. 답변 내용에 대한 추가 설명이 필요할 경우 해운대구 건설과 박혜창주무관(☎051-749-4695)에게 연락주시면 친절히 안내해 드리도록 하겠습니다.

붙임 새올상담민원 1부. 끝."
송정해수욕장 주차요금 바가지,2023-08-27,답변완료,교통환경국 주차행정과,"지금이 성수기라 그런지 몰라도 엊그제 해수욕장에 잠시 토스트 사먹으려고 잠시 주차를 했는데 주차관리 아저씨 말씀이 8시부터는 선금 받는다고 주차만 하면 2,000원 달라더군요. 잠시 다녀올거니 와서 계산하자고 하니 그런거 없다고 우기더군요. 원래 10분에 200~300원 성수기비수기에 따라 이용한만큼 후불 아닌가요? 아니 8시부터는 퇴근해야해서 무조건 1시간 선불로 내야 한다더군요. 어이가 없어서 말싸움하다가 일단 돈줬는데.. 개인주차장도 아니고 이게 맞는건가요?? 성수기라서 타지에서 온 사람들에게 바가지 씌우려고 하는건지.. 부산 시민으로서 참 어이가 없네요. 8시에 퇴근할거면 주차요금을 8시까지만 받던지.. 10시까지라고 적어놓고 맘대로 선금 받는건 무슨 경우인가요? 그 한사람의 문제가 아니라 주차관리원 전체에서 공공연하게 벌어지고 있는 일이더만요. 주차요원 전체 공지를 통해서 하루 빨리 개선되길 바랍니다. 현금주니까 카드와 달리 영수증도 없이 꿀꺽 하더군요. 다음번 방문시 개선되는지 반드시 확인하겠습니다","1. 안녕하십니까? 귀하께서 전자민원을 통해 신청하신 송정 호안도로 노상공영주차장 관련하여 다음과 같이 알려드립니다.

2. 우선 송정 호안도로 노상 공영주차장을 이용하시는데 불편을 드려서 진심으로 사과 말씀드립니다. 해당 주차장은 민간이 사용·수익 허가 받아 운영하는 주차장으로 주차요금은「부산광역시 주차장 설치 및 관리 조례」에 의거하여 출차시 징수하며, 운영종료 2시간 이내에 주차하는 자동차에 대해서는 미리 받을 수 있습니다. 다만 공정한 요금을 받도록 수탁자에게 시정조치 및 향후 동일 민원이 발생하지 않도록 근무자 교육을 철저히 하도록 지도하였습니다. 현금으로 주차요금을 납부하신 경우에는 현금영수증이 필요하신 경우 발급을 요청해 주시기 바랍니다.

3. 더 자세한 문의사항이 있으시면 해운대구청 주차행정과(☎749-4882) 김수옥 주무관으로 문의주시면 성심성의껏 답변 드리겠습니다. 감사합니다.

붙임 2023년9월5일-a0-민원상담목록번호295978. 끝."
방치된 쓰레기 수거 요청,2023-08-26,답변완료,문화관광경제국 자원순환과,"수고하십니다.

해운대역 1번 출구에 있는 모델하우스 The ZiA에 담배꽁초와 쓰레기가 쌓여 악취와 주변의 미관을 해치고 있으니 수거해 주시기 바랍니다.

개인시설물이라 구청에서 수거할 권한이 없다고 할 수 있으나 그 시설물 내의 쓰레기로 주변에 악영향을 준다면 강제 지도할 수 있어야 한다고 생각됩니다. 적극적으로 처리해 주시면 감사하겠습니다. 모델하우스에 인접한 옆 길은 공공 통행로 같은데 거기에 있는 쓰레기는 수거할 수 있지 않나요?

그리고 모델하우스를 사용하지 않는 기간에는 격벽 등을 설치하여 사람의 접근을 차단하면 이런 문제가 발생하지 않으니
그 소유주에게 요청해 주시기 바랍니다.

※ 첨부파일 :
20230806_071857[1].jpg","1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(목록번호 295769)에 대한
처리 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 우동 603-16 모델하우스 주차장 및 통행로에 방치된 쓰레기 정비 요청에 관한 것으로 이해됩니다.
3. 해당 민원에 대한 처리 결과를 다음과 같이 알려드립니다.
가. 현장 확인 결과 해당 구역은 사유지로「폐기물 관리법」제7조(국민의 책무)에 따라 토지나 건물의 소유자 및 관리자가 유지관리 및 정비해야 합니다.
나. 토지 소유자에게 정비토록 요청하였으며, 정비 되는 데 일정 기간 소요되는 점 양해하여 주시기 바랍니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 자원순환과(☏051-749-4461)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 2023년9월1일-a0-민원상담목록번호295769 1부. 끝."
